,Unnamed: 0,Business Name,Neighborhood,name_lower,safegraph_place_id,location_name,street_address,city,region,postal_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,visitor_work_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type
0,972,AMAZING EYEBROW THREADING,East Boston,amazing eyebrow threading,sg:1778f7ea768f49e08955854106288d87,Amazing Eyebrow Threading,174 Sumner St,Boston,MA,2128,,,2020-05-01T00:00:00-04:00,2020-06-01T00:00:00-04:00,99,61,"[3,3,3,2,3,3,4,3,4,4,2,4,1,1,5,3,3,5,4,1,2,3,1,2,2,6,6,4,6,1,5]",250250504001.0,"{""250250507002"":4,""250251708001"":4,""250251603001"":4,""250250504002"":4,""250250512003"":4,""250251606012"":4,""250173423003"":4,""250250506002"":4,""080590120451"":4}","{""250092601001"":5,""250251804002"":5,""250251802003"":4,""250251001005"":4,""250251801013"":4,""250214401005"":4,""250250503002"":4,""250250502004"":4}","{""250173383003"":4,""250250503002"":4}","{""US"":50}",5483.0,22.0,"{""<5"":3,""5-20"":40,""21-60"":29,""61-240"":18,"">240"":9}","{""Dunkin'"":49,""Simon mall"":33,""Santander Bank"":25,""Hilton International"":25,""CVS"":24,""Harbor Freight Tools"":20}","{""Dunkin'"":38,""Market Basket"":24,""Burger King"":20,""Target"":18,""Mobil"":18,""The Home Depot"":17,""McDonald's"":16,""Stop & Shop"":14,""CVS"":12,""Shell Oil"":11,""Walgreens"":11,""7-Eleven"":11,""Starbucks"":10,""Speedway"":9,""Wendy's"":8,""Shaw's"":8,""Ocean State Job Lot"":8,""Wingstop"":8,""Dollar Tree"":8,""BJ's Wholesale Club"":7}","[5,4,3,4,3,2,4,6,8,5,11,12,11,17,15,12,10,17,16,13,12,12,7,6]","{""Monday"":11,""Tuesday"":17,""Wednesday"":11,""Thursday"":11,""Friday"":20,""Saturday"":12,""Sunday"":17}","{""android"":30,""ios"":30}"
1,973,Americano Espresso Bar,East Boston,americano espresso bar,sg:ba3ab7f62fee4456a178ce2b4daaaa7e,Americano Espresso Bar,155 Meridian St,Boston,MA,2128,,,2020-05-01T00:00:00-04:00,2020-06-01T00:00:00-04:00,195,146,"[4,7,5,4,7,8,6,4,8,7,5,12,3,2,9,9,6,4,6,6,4,8,8,7,9,6,9,6,4,5,7]",250250506001.0,"{""250092062003"":9,""250250512002"":7,""250250507001"":6,""250250506001"":6,""250173838001"":6,""250250501012"":5,""250250509011"":5,""250250502001"":5,""250235303004"":5,""250173423002"":4,""250251605012"":4,""250250507003"":4,""250251706011"":4,""250251707022"":4,""250250503002"":4,""250251606021"":4,""250250502002"":4,""250092052005"":4,""250251708002"":4,""250251201053"":4,""250250511013"":4,""250251706013"":4,""250250813002"":4,""250250501013"":4,""250173399001"":4,""250250505001"":4,""250250506002"":4,""250250507002"":4,""250251401022"":4,""250251603001"":4,""250250509012"":4,""250251705011"":4,""250251705022"":4,""250250509013"":4}","{""250250512002"":8,""250250502001"":5,""250250507001"":5,""250250507002"":4,""250251602003"":4,""250251706011"":4,""250251606022"":4,""250092057005"":4,""250250507003"":4,""250250501013"":4,""250250509013"":4,""250173838001"":4,""250250501012"":4,""250251605023"":4,""250173399001"":4,""250214182002"":4,""250250511013"":4,""250250501011"":4,""250251707022"":4,""250250506001"":4,""250250510001"":4,""250251605012"":4,""250250509012"":4,""250251606025"":4,""250250509011"":4,""250250503002"":4,""250250408012"":4,""250251708004"":4,""250251401022"":4,""250235303004"":4,""250173662021"":4,""250250505001"":4,""250173215002"":4}","{""250092072001"":5,""250250506002"":5,""250250507003"":4,""250173521011"":4,""250259813002"":4,""250250503001"":4,""250251705011"":4,""250173424004"":4}","{""US"":143}",1797.0,11.0,"{""<5"":6,""5-20"":141,""21-60"":28,""61-240"":14,"">240"":6}","{""Dunkin'"":16,""Expressions Shoes "":14}","{""Dunkin'"":49,""Market Basket"":29,""Burger King"":28,""Mobil"":28,""McDonald's"":27,""The Home Depot"":25,""CVS"":24,""Subway"":23,""Shaw's"":23,""Walmart"":22,""Stop & Shop"":22,""Target"":21,""7-Eleven"":17,""Walgreens"":16,""BJ's Wholesale Club"":16,""Pollo Campero"":16,""Speedway"":14,""Sunoco"":10,""Wendy's"":10,""Starbucks"":10}","[4,3,4,3,1,3,2,11,12,13,13,19,17,22,21,28,30,28,12,14,11,8,4,0]","{""Monday"":22,""Tuesday"":31,""Wednesday"":26,""Thursday"":18,""Friday"":29,""Saturday"":37,""Sunday"":32}","{""android"":84,""ios"":59}"
2,979,Biddy Hair Salon,East Boston,biddy hair salon,sg:034a50053bbf4751b4f5de195c214e02,Biddy Hair Salon,273 Meridian St,Boston,MA,2128,,,2020-05-01T00:00:00-04:00,2020-06-01T00:00:00-04:00,3,3,"[0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]",250250502001.0,"{""250250502001"":4}",{},{},"{""US"":4}",,29.0,"{""<5"":0,""5-20"":0,""21-60"":2,""61-240"":1,"">240"":0}",{},"{""PetSmart"":65,""Big 10 Tires"":33,""Loyal Companion"":33,""Shaw's"":33,""CITGO"":32,""Speedway"":31,""Dollar General"":27,""Starbucks"":26,""Shell Oil"":26,""The Home Depot"":26,""Target"":26,""Walmart"":13}","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0]","{""Monday"":2,""Tuesday"":1,""Wednesday"":0,""Thursday"":0,""Friday"":0,""Saturday"":0,""Sunday"":0}","{""android"":0,""ios"":0}"
3,988,Cafe Gigu,East Boston,cafe gigu,sg:8b1e1784ee514d1bbf25d08847375594,Cafe Gigu,102 Meridian St,Boston,MA,2128,,,2020-05-01T00:00:00-04:00,2020-06-01T00:00:00-04:00,106,73,"[2,3,4,2,0,4,3,3,2,1,4,3,5,3,4,6,1,3,3,3,8,6,3,3,2,7,2,4,6,4,2]",250250503001.0,"{""250251703006"":6,""250251702002"":5,""250250512001"":4,""250250506002"":4,""250251707012"":4,""250251707021"":4,""250214223022"":4,""250250507003"":4,""250250510001"":4,""250250509012"":4,""250251707011"":4,""250250511012"":4}","{""250251707012"":5,""250250509012"":4,""250250503002"":4,""250251707011"":4,""250092057005"":4,""250250504002"":4,""250250510001"":4,""250251703006"":4,""250250501011"":4,""250251707023"":4,""250250506001"":4,""250250503001"":4}","{""250173732004"":4,""250214563024"":4,""250250503001"":4}","{""US"":59}",3390.0,16.0,"{""<5"":3,""5-20"":57,""21-60"":12,""61-240"":19,"">240"":15}","{""Burger King"":24}","{""Dunkin'"":32,""Market Basket"":19,""McDonald's"":18,""Burger King"":16,""The Home Depot"":16,""Mobil"":15,""Shaw's"":12,""Subway"":12,""7-Eleven"":11,""CVS"":11,""Stop & Shop"":10,""Shell Oil"":10,""Expressions Shoes "":8,""Pollo Campero"":8,""Sunoco"":8,""BJ's Wholesale Club"":8,""Wendy's"":7,""CrossFit"":6,""Target"":6,""Family Dollar Stores"":5}","[11,12,12,14,15,17,17,19,19,20,26,23,19,14,18,19,18,16,15,7,9,12,16,10]","{""Monday"":11,""Tuesday"":13,""Wednesday"":14,""Thursday"":18,""Friday"":21,""Saturday"":18,""Sunday"":11}","{""android"":39,""ios"":32}"
4,992,chinese dragon,East Boston,chinese dragon,sg:51040e76fd124501b785fe088c966c2d,Chinese Dragon,380 Chelsea St,Boston,MA,2128,,,2020-05-01T00:00:00-04:00,2020-06-01T00:00:00-04:00,128,53,"[2,1,2,3,3,2,2,7,7,3,3,5,5,1,5,6,7,8,4,5,2,4,4,4,3,1,3,4,4,6,12]",250250509011.0,"{""250250509011"":7,""250250611012"":6,""250250511011"":4,""440070182002"":4,""250251602003"":4,""250250509012"":4,""250214196004"":4,""250250502003"":4}","{""250250509013"":6,""250173424004"":5,""250251801011"":5,""250010118021"":4,""340030412001"":4,""250250509012"":4,""250250507003"":4,""250092062003"":4,""250250509011"":4}",{},"{""US"":46}",2683.0,23.0,"{""<5"":1,""5-20"":50,""21-60"":30,""61-240"":24,"">240"":23}","{""BJ's Wholesale Club"":33,""Burger King"":24}","{""Dunkin'"":42,""BJ's Wholesale Club"":33,""Mobil"":28,""Market Basket"":26,""CVS"":24,""Burger King"":24,""Walmart"":21,""The Home Depot"":21,""Target"":21,""Stop & Shop"":20,""McDonald's"":19,""Dollar Tree"":17,""Speedway"":17,""Shell Oil"":12,""Sunoco"":11,""Shaw's"":11,""Subway"":11,""Wendy's"":10,""Starbucks"":10,""Pollo Campero"":9}","[24,9,8,8,8,9,11,9,11,13,12,12,15,26,28,30,23,28,28,28,30,27,28,25]","{""Monday"":17,""Tuesday"":13,""Wednesday"":15,""Thursday"":9,""Friday"":22,""Saturday"":24,""Sunday"":28}","{""android"":27,""ios"":26}"
5,1020,House of Nails,East Boston,house of nails,sg:acceb69f66bb485d94d63dbdbb3f77aa,House of Nails,1020 Bennington St,Boston,MA,2128,,,2020-05-01T00:00:00-04:00,2020-06-01T00:00:00-04:00,5,5,"[0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0]",250250511011.0,"{""250251606011"":4}",{},"{""250173424005"":4}","{""US"":4}",,18.0,"{""<5"":0,""5-20"":3,""21-60"":1,""61-240"":1,"">240"":0}","{""Shaw's"":50}","{""Dunkin'"":37,""CVS"":36,""Starbucks"":33,""Target"":32,""McDonald's"":27,""Kimpton Hotels & Restaurants"":20,""99 Restaurants"":20,""Loyal Companion"":20,""Grainger"":20,""sweetgreen"":20,""Shaw's"":20,""Market Basket"":20,""TGI Fridays"":20,""Holiday Inn"":20,""Save-A-Lot"":20,""Sherwin-Williams"":19,""Staples"":19,""BJ's Wholesale Club"":19,""Ram"":19,""Jeep"":19}","[0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1]","{""Monday"":2,""Tuesday"":0,""Wednesday"":2,""Thursday"":0,""Friday"":0,""Saturday"":0,""Sunday"":1}","{""android"":4,""ios"":0}"
6,1022,Italian express pizzeria,East Boston,italian express pizzeria,sg:1071f84255b64f56b21d234ec93b6e1b,Italian Express Pizzeria,336 Sumner St,Boston,MA,2128,,,2020-05-01T00:00:00-04:00,2020-06-01T00:00:00-04:00,86,36,"[1,4,2,2,2,7,3,1,2,3,1,2,1,0,2,2,4,3,2,5,2,7,1,1,3,9,4,3,3,3,1]",250250504002.0,"{""250250512002"":6,""250250504002"":4,""250251605012"":4,""250251803014"":4,""250250505001"":4,""250173361001"":4,""250092091001"":4,""250250512003"":4,""250251704001"":4,""250251802004"":4}","{""250250512002"":9,""250250504002"":4,""250250505001"":4,""250092091001"":4,""250251704001"":4,""250251605023"":4,""250173834001"":4,""250277329012"":4,""250250510001"":4}",{},"{""US"":34}",1910.0,180.5,"{""<5"":2,""5-20"":29,""21-60"":6,""61-240"":9,"">240"":40}",{},"{""Dunkin'"":36,""CVS"":29,""Burger King"":23,""Mobil"":20,""McDonald's"":17,""Pollo Campero"":17,""Market Basket"":17,""BJ's Wholesale Club"":16,""The Home Depot"":15,""Expressions Shoes "":14,""Taco Bell"":14,""Subway"":14,""7-Eleven"":12,""Shaw's"":11,""Stop & Shop"":11,""Wingstop"":11,""Five Guys"":10,""Shell Oil"":10,""Sunoco"":9,""Speedway"":9}","[36,36,38,38,36,33,32,31,34,32,29,27,25,18,17,16,17,19,19,17,25,33,36,40]","{""Monday"":9,""Tuesday"":15,""Wednesday"":17,""Thursday"":8,""Friday"":14,""Saturday"":12,""Sunday"":11}","{""android"":15,""ios"":21}"
7,1030,La Chiva Restaurant,East Boston,la chiva restaurant,sg:c67877c51f64478188edad8a68fc7f3e,La Chiva Restaurant,259 Bennington St,Boston,MA,2128,,,2020-05-01T00:00:00-04:00,2020-06-01T00:00:00-04:00,247,144,"[7,8,10,4,6,7,8,7,5,4,3,14,10,7,11,12,7,7,5,10,14,12,8,6,6,3,11,14,4,9,8]",250250502004.0,"{""250250507002"":7,""250250509012"":6,""250250507001"":4,""250251703005"":4,""250251601012"":4,""250173731003"":4,""250251606012"":4,""250250511013"":4,""250250510001"":4,""250173419022"":4,""250250507003"":4,""250214564011"":4,""250214012003"":4,""250251708001"":4,""250250509013"":4,""250173421012"":4,""250250923001"":4,""250250509011"":4,""250251010021"":4,""250250901001"":4,""250092081024"":4,""250251706011"":4,""250251707011"":4,""250235302001"":4}","{""250250509012"":9,""250173105003"":6,""250250507002"":6,""250250511012"":5,""250251703005"":5,""250250501012"":5,""250250502004"":5,""250251707023"":4,""250250509011"":4,""250092068001"":4,""250250506002"":4,""250092060002"":4,""250250509013"":4,""250251804002"":4,""250251602003"":4,""250251708004"":4,""250251601012"":4,""250251005002"":4,""250173424001"":4,""250251703003"":4,""250092069002"":4,""250251203012"":4,""250250511013"":4,""250259813002"":4,""250173581003"":4,""250251606012"":4,""250250502001"":4,""250251701003"":4,""250251604002"":4,""250092081024"":4,""250251705011"":4,""250173421012"":4,""250250507003"":4,""250173704002"":4}","{""250173735004"":5,""250092043002"":4,""250173539001"":4,""250250502003"":4,""250251604001"":4,""250250702003"":4,""250250203011"":4,""250250008031"":4}","{""US"":126}",3423.0,15.0,"{""<5"":9,""5-20"":135,""21-60"":40,""61-240"":26,"">240"":37}","{""Four Seasons Hotels and Resorts"":33,""Century 21 Real Estate"":20,""Saloniki Greek"":17,""Harley Davidson"":17,""Market Basket"":17,""Hallmark Cards"":17,""Dunkin'"":13,""Target"":12,""Burger King"":10}","{""Dunkin'"":53,""McDonald's"":28,""Mobil"":27,""Stop & Shop"":27,""Market Basket"":25,""Burger King"":23,""Target"":22,""Subway"":22,""CVS"":21,""The Home Depot"":19,""Wendy's"":18,""Walmart"":16,""Walgreens"":16,""7-Eleven"":15,""Starbucks"":13,""Dollar Tree"":13,""BJ's Wholesale Club"":12,""Sunoco"":11,""Speedway"":11,""Shaw's"":10}","[24,22,20,21,20,25,32,41,40,42,43,44,41,47,36,41,36,30,34,25,15,22,32,22]","{""Monday"":20,""Tuesday"":28,""Wednesday"":38,""Thursday"":43,""Friday"":41,""Saturday"":42,""Sunday"":35}","{""android"":69,""ios"":75}"
8,1038,Little Asia Restaurant,East Boston,little asia restaurant,sg:c6815256d0c348ac84c9da5467e88b7c,Little Asia Restaurant,991 Bennington St,Boston,MA,2128,,,2020-05-01T00:00:00-04:00,2020-06-01T00:00:00-04:00,37,35,"[1,2,3,2,0,0,0,0,1,2,1,2,0,3,1,1,0,0,1,1,1,2,2,1,2,2,2,2,0,2,0]",250250511011.0,"{""250250511011"":4,""250173271012"":4,""250173425001"":4,""250250302001"":4,""250250510002"":4,""250092071001"":4,""250250603011"":4,""250250511013"":4,""250250505001"":4}","{""250092072001"":4,""250250510002"":4,""250092083001"":4,""250251704003"":4,""250250509012"":4,""250250302001"":4}","{""250250501013"":4,""250092072001"":4}","{""US"":31}",3112.0,10.0,"{""<5"":2,""5-20"":26,""21-60"":2,""61-240"":4,"">240"":3}","{""Shaw's"":50}","{""Dunkin'"":57,""Market Basket"":43,""Target"":29,""Burger King"":27,""Mobil"":27,""Stop & Shop"":25,""The Home Depot"":24,""Starbucks"":22,""CVS"":21,""McDonald's"":21,""BJ's Wholesale Club"":16,""Shell Oil"":16,""Dollar Tree"":15,""Walgreens"":15,""Subway"":14,""7-Eleven"":12,""Hannaford Supermarkets"":11,""CrossFit"":11,""Sunoco"":10,""Speedway"":9}","[1,1,2,2,1,1,4,6,5,4,7,7,8,7,8,6,2,4,5,3,0,0,3,1]","{""Monday"":5,""Tuesday"":5,""Wednesday"":3,""Thursday"":6,""Friday"":4,""Saturday"":8,""Sunday"":6}","{""android"":15,""ios"":17}"
9,1059,Pockets Billiard Club,East Boston,pockets billiard club,sg:dd6d92bfd75c4351b76525f503aea580,Pockets Billiard Club,981 Bennington St,Boston,MA,2128,,,2020-05-01T00:00:00-04:00,2020-06-01T00:00:00-04:00,100,71,"[1,2,2,4,3,0,1,3,2,1,3,2,1,3,2,4,1,0,2,0,3,5,2,12,8,6,6,4,9,4,4]",250250511011.0,"{""250250511011"":7,""250173201043"":4,""250173419021"":4,""250251401022"":4,""250251802001"":4,""250173344005"":4,""250251606012"":4,""250251704001"":4,""250277441013"":4,""250173684004"":4,""250250510002"":4}","{""250251802001"":5,""250173372011"":4,""250250510002"":4,""250250507001"":4,""250251606011"":4,""250173102005"":4,""250250511011"":4,""250250511012"":4,""250092069003"":4,""250214112004"":4,""250173681022"":4,""250251704001"":4,""250250507003"":4,""250251707011"":4,""250250701017"":4}","{""250251707012"":4,""250173531021"":4,""250092603012"":4}","{""US"":69}",3716.0,39.5,"{""<5"":1,""5-20"":35,""21-60"":28,""61-240"":25,"">240"":11}","{""PetSmart"":100}","{""Dunkin'"":49,""Market Basket"":35,""Target"":26,""McDonald's"":25,""Mobil"":23,""Stop & Shop"":22,""Walmart"":20,""CVS"":20,""The Home Depot"":15,""Speedway"":13,""Subway"":11,""Family Dollar Stores"":11,""Wendy's"":11,""Dollar Tree"":10,""Walgreens"":10,""Shaw's"":10,""Whole Foods Market"":9,""Gulf Oil"":9,""Starbucks"":9,""Sunoco"":8}","[4,0,0,0,0,0,1,5,6,7,13,17,18,22,18,19,26,26,18,9,9,6,8,3]","{""Monday"":15,""Tuesday"":13,""Wednesday"":7,""Thursday"":11,""Friday"":20,""Saturday"":14,""Sunday"":20}","{""android"":33,""ios"":38}"
10,1060,POLLOS A LA BRASA BETOS,East Boston,pollos a la brasa betos,sg:fd403b9a282b42319fb3f7e48f986708,Pollos A La Brasa Betos,69 Bennington St,Boston,MA,2128,,,2020-05-01T00:00:00-04:00,2020-06-01T00:00:00-04:00,174,66,"[2,4,4,4,4,8,3,11,3,4,8,4,6,7,10,7,3,8,5,8,4,6,7,6,4,9,9,5,4,4,3]",250250507001.0,"{""250250507003"":5,""250250509011"":4,""250250507002"":4,""250250507001"":4,""250251705011"":4,""250250502003"":4}","{""250250507001"":10,""250250507003"":8,""250250502002"":5,""250250506001"":4,""250092057005"":4,""250251804001"":4,""250056312005"":4,""250250509012"":4,""250251805004"":4}","{""250250612001"":6,""250250505001"":4,""250092114022"":4,""250250507003"":4,""250250509011"":4}","{""US"":56}",3817.0,76.0,"{""<5"":1,""5-20"":39,""21-60"":36,""61-240"":43,"">240"":55}",{},"{""Dunkin'"":45,""Market Basket"":29,""The Home Depot"":23,""Stop & Shop"":22,""BJ's Wholesale Club"":20,""Mobil"":19,""Shell Oil"":17,""7-Eleven"":14,""Subway"":14,""Burger King"":14,""Speedway"":12,""Dollar Tree"":11,""CVS"":11,""Target"":10,""Walgreens"":10,""McDonald's"":9,""Wingstop"":9,""Shaw's"":7,""Sunoco"":7,""Starbucks"":7}","[38,38,42,43,44,49,45,34,30,35,38,39,37,35,38,31,45,44,34,18,25,29,35,37]","{""Monday"":24,""Tuesday"":22,""Wednesday"":31,""Thursday"":19,""Friday"":33,""Saturday"":25,""Sunday"":20}","{""android"":34,""ios"":31}"
11,1072,Taqueria Jalisco,East Boston,taqueria jalisco,sg:153fb471efec4b0fbed7cf1abf158bc2,Taqueria Jalisco,291 Bennington St,Boston,MA,2128,,,2020-05-01T00:00:00-04:00,2020-06-01T00:00:00-04:00,28,23,"[1,1,1,1,2,1,1,1,0,1,1,1,0,0,1,0,2,0,4,0,1,0,2,0,1,0,1,1,1,1,1]",250250509011.0,"{""250092071003"":8,""250251707023"":4,""250173687002"":4,""250250510003"":4,""250251705022"":4,""250250506002"":4}","{""250092060001"":4,""250250509011"":4,""250214222005"":4}",{},"{""US"":17}",6350.0,20.0,"{""<5"":2,""5-20"":12,""21-60"":6,""61-240"":3,"">240"":5}","{""Fisher Auto Parts"":100,""McDonald's"":96}","{""Dunkin'"":58,""Sunoco"":33,""CVS"":30,""Subway"":29,""Mobil"":29,""The Home Depot"":27,""Burger King"":26,""Shaw's"":22,""Walmart"":18,""Market Basket"":17,""McDonald's"":17,""CrossFit"":17,""Speedway"":15,""BP"":14,""Lowe's"":14,""Expressions Shoes "":13,""Wendy's"":12,""BJ's Wholesale Club"":12,""Walgreens"":12,""7-Eleven"":11}","[3,3,3,3,3,3,4,4,6,4,5,7,8,6,6,6,9,6,3,2,2,2,2,3]","{""Monday"":3,""Tuesday"":7,""Wednesday"":2,""Thursday"":3,""Friday"":4,""Saturday"":4,""Sunday"":5}","{""android"":16,""ios"":6}"
